red	O	O
-	O	O
blo	O	O
od	O	O
-	O	O
cells	O	O
-	O	O
donation	O	O
Tips	O	O
to	O	O
boost	O	O
your	O	O
iron	O	O
level	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
redcrossblood	O	O
.	O	O
org	O	O
learn	O	O
-	O	O
about	O	O
-	O	O
blood	O	O
health	O	O
-	O	O
and	O	O
-	O	O
wellness	O	O
iron	O	O
-	O	O
ri	O	O
ch	O	O
-	O	O
foods	O	O
Donor	O	O
Eligibility	O	O
Guidelines	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
redcrossblood	O	O
.	O	O
org	O	O
donating	O	O
-	O	O
blood	O	O
eligibility	O	O
-	O	O
requirements	O	O
or	O	O
call	O	O
1	O	O
800	O	O
RED	O	O
CROSS	O	O
CDC	O	O
malaria	O	O
map	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
cdc	O	O
.	O	O
gov	O	O
malaria	O	O
map	O	O
Donation	O	O
Tips	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
redcrossblood	O	O
.	O	O
org	O	O
donating	O	O
-	O	O
blood	O	O
tips	O	O
-	O	O
successful	O	O
-	O	O
donation	O	O
Donor	O	O
Recipient	O	O
Stories	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
redcrossblood	O	O
.	O	O
org	O	O
donating	O	O
-	O	O
blood	O	O
blood	O	O
-	O	O
donor	O	O
-	O	O
community	O	O
recipien	O	O
t	O	O
-	O	O
stories	O	O
Sickle	O	O
Cell	O	O
Disease	O	O
Donor	O	O
Program	O	O
Click	O	O
Here	O	O
http	O	O
www	O	O
.	O	O
redcrossblood	O	O
.	O	O
org	O	O
learn	O	O
-	O	O
about	O	O
-	O	O
blood	O	O
blood	O	O
-	O	O
and	O	O
-	O	O
diversity	O	O
Please	O	O
bring	O	O
picture	O	O
identification	O	O
and	O	O
remember	O	O
to	O	O
eat	O	O
a	O	O
healthy	O	O
breakfast	O	O
and	O	O
drink	O	O
a	O	O
lot	O	O
of	O	O
fluids	O	O
before	O	O
donating	O	O
!	O	O
If	O	O
you	O	O
have	O	O
any	O	O
questions	O	O
,	O	O
please	O	O
contact	O	O
svcredcross	O	O
@	O	O
gmail	O	O
.	O	O
com	O	O
svcredcross	O	O
@	O	O
gmail	O	O
.	O	O
com	O	O
-	O	O
-	O	O
20	O	O
-	O	O
-	O	O
20	O	O
This	O	O
email	O	O
and	O	O
any	O	O
files	O	O
transmitted	O	O
with	O	O
it	O	O
are	O	O
confidential	O	O
and	O	O
intended	O	O
solely	O	O
for	O	O
the	O	O
use	O	O
of	O	O
the	O	O
individual	O	O
or	O	O
entity	O	O
to	O	O
whom	O	O
they	O	O
are	O	O
addressed	O	O
.	O	O
If	O	O
you	O	O
have	O	O
received	O	O
this	O	O
email	O	O
in	O	O
error	O	O
please	O	O
notify	O	O
the	O	O
system	O	O
manager	O	O
.	O	O
This	O	O
message	O	O
contains	O	O
confidential	O	O
information	O	O
and	O	O
is	O	O
intended	O	O
only	O	O
for	O	O
the	O	O
members	O	O
of	O	O
the	O	O
Zeta	O	O
Phi	O	O
chapter	O	O
of	O	O
Kappa	O	O
Kappa	O	O
Gamma	O	O
.	O	O
If	O	O
you	O	O
are	O	O
not	O	O
the	O	O
named	O	O
addressee	O	O
you	O	O
should	O	O
not	O	O
disseminate	O	O
,	O	O
distribute	O	O
or	O	O
copy	O	O
this	O	O
e	O	O
-	O	O
mail	O	O
.	O	O
Please	O	O
notify	O	O
the	O	O
sender	O	O
immediately	O	O
by	O	O
e	O	O
-	O	O
mail	O	O
if	O	O
you	O	O
have	O	O
received	O	O
this	O	O
e	O	O
-	O	O
mail	O	O
by	O	O
mistake	O	O
and	O	O
delete	O	O
this	O	O
e	O	O
-	O	O
mail	O	O
from	O	O
your	O	O
system	O	O
.	O	O
The	O	O
Zeta	O	O
Phi	O	O
chapter	O	O
of	O	O
Kappa	O	O
Kappa	O	O
Gamma	O	O
accepts	O	O
no	O	O
liability	O	O
for	O	O
the	O	O
content	O	O
of	O	O
this	O	O
email	O	O
,	O	O
or	O	O
for	O	O
the	O	O
consequences	O	O
of	O	O
any	O	O
actions	O	O
taken	O	O
on	O	O
the	O	O
basis	O	O
of	O	O
the	O	O
information	O	O
provided	O	O
,	O	O
unless	O	O
that	O	O
information	O	O
is	O	O
subsequently	O	O
confirmed	O	O
in	O	O
writing	O	O
.	O	O
Disclosing	O	O
,	O	O
copying	O	O
,	O	O
distributing	O	O
or	O	O
taking	O	O
any	O	O
action	O	O
in	O	O
reliance	O	O
on	O	O
the	O	O
contents	O	O
of	O	O
this	O	O
information	O	O
to	O	O
anyone	O	O
for	O	O
whom	O	O
this	O	O
email	O	O
is	O	O
not	O	O
intended	O	O
is	O	O
strictly	O	O
prohibited	O	O
.	O	O
-	O	O
-	O	O
-	O	O
You	O	O
received	O	O
this	O	O
message	O	O
because	O	O
you	O	O
are	O	O
subscribed	O	O
to	O	O
the	O	O
Google	O	O
Groups	O	O
Blue	O	O
Owls	O	O
group	O	O
.	O	O
To	O	O
unsubscribe	O	O
from	O	O
this	O	O
group	O	O
and	O	O
stop	O	O
receiving	O	O
emails	O	O
from	O	O
it	O	O
,	O	O
send	O	O
an	O	O
email	O	O
to	O	O
blueowls	O	O
unsubscribe	O	O
@	O	O
googlegroups	O	O
.	O	O
com	O	O
.	O	O
For	O	O
more	O	O
options	O	O
,	O	O
visit	O	O
https	O	O
groups	O	O
.	O	O
google	O	O
.	O	O
com	O	O
d	O	O
optout	O	O
.	O	O
Israeli	O	O
Security	O	O
and	O	O
Palestinian	O	O
Statehood	O	O
The	O	O
Way	O	O
Forward	O	O
After	O	O
Gaza	O	O
November	O	O
4th	O	O
,	O	O
4	O	O
30	O	O
-	O	O
6	O	O
PM	O	O
,	O	O
Whig	LOCATION	LOCATION
Senate	LOCATION	LOCATION
Chamber	LOCATION	LOCATION
J	O	O
Street	O	O
U	O	O
Princeton	O	O
,	O	O
Tigers	O	O
for	O	O
Israel	O	O
,	O	O
the	O	O
Center	O	O
for	O	O
Jewish	O	O
Life	O	O
,	O	O
Whig	O	O
-	O	O
Clio	O	O
,	O	O
and	O	O
the	O	O
Mamdouha	O	O
S	O	O
.	O	O
Bobst	O	O
Center	O	O
for	O	O
Peace	O	O
and	O	O
Justice	O	O
are	O	O
excited	O	O
to	O	O
present	O	O
a	O	O
panel	O	O
discussion	O	O
and	O	O
Q	O	O
A	O	O
that	O	O
will	O	O
focus	O	O
on	O	O
the	O	O
goals	O	O
and	O	O
strategies	O	O
of	O	O
each	O	O
of	O	O
the	O	O
major	O	O
players	O	O
in	O	O
the	O	O
Israeli	O	O
-	O	O
Palestinian	O	O
conflict	O	O
moving	O	O
forward	O	O
,	O	O
in	O	O
light	O	O
of	O	O
this	O	O
summer	O	O
E2	O	O
80	O	O
99s	O	O
tragic	O	O
war	O	O
betwe	O	O
en	O	O
Israel	O	O
and	O	O
Gaza	O	O
.	O	O
The	O	O
panel	O	O
will	O	O
feature	O	O
-	O	O
Ambassador	O	O
Daniel	O	O
Kurtzer	O	O
-	O	O
Former	O	O
Ambassador	O	O
to	O	O
Israel	O	O
and	O	O
Egypt	O	O
,	O	O
S	O	O
Daniel	O	O
Abraham	O	O
Professor	O	O
of	O	O
Middle	O	O
Eastern	O	O
Policy	O	O
Studies	O	O
,	O	O
Woodrow	O	O
Wills	O	O
on	O	O
School	O	O
.	O	O
-	O	O
Professor	O	O
Uriel	O	O
Abulof	O	O
-	O	O
Senior	O	O
Research	O	O
Fellow	O	O
at	O	O
the	O	O
Liechtenstein	O	O
Institute	O	O
for	O	O
Self	O	O
Determination	O	O
-	O	O
Mr	O	O
.	O	O
Ghaith	O	O
al	O	O
-	O	O
Omari	O	O
-	O	O
Executive	O	O
Director	O	O
of	O	O
the	O	O
American	O	O
Task	O	O
Force	O	O
on	O	O
Palestine	O	O
-	O	O
Moderator	O	O
Professor	O	O
Cyrus	O	O
Schayegh	O	O
-	O	O
Near	O	O
Eastern	O	O
Studies	O	O
Department	O	O
FORBES	O	O
,	O	O
you're	O	O
invited	O	O
to	O	O
a	O	O
Study	O	O
Break	O	O
with	O	O
TASA	O	O
!	O	O
Shaved	O	O
ice	O	O
toppings	O	O
will	O	O
include	O	O
mochi	O	O
,	O	O
lychee	O	O
,	O	O
mango	O	O
,	O	O
passion	O	O
fruit	O	O
,	O	O
strawberry	O	O
,	O	O
pineapple	O	O
,	O	O
kiwi	O	O
,	O	O
taro	O	O
,	O	O
gummy	O	O
bears	O	O
worms	O	O
,	O	O
red	O	O
bean	O	O
paste	O	O
,	O	O
aiy	O	O
u	O	O
jelly	O	O
,	O	O
chocolate	O	O
syrup	O	O
,	O	O
condensed	O	O
milk	O	O
,	O	O
and	O	O
strawberry	O	O
mango	O	O
boba	O	O
poppers	O	O
!	O	O
image	O	O
Inline	O	O
image	O	O
1	O	O
When	O	O
Wednesday	O	O
,	O	O
November	O	O
5th	O	O
@	O	O
9	O	O
-	O	O
10	O	O
30	O	O
PM	O	O
Where	O	O
Studio	LOCATION	LOCATION
E2	O	O
80	O	O
99	O	O
34	LOCATION	LOCATION
(	O	O
Butler	O	O
College	O	O
,	O	O
1967	O	O
Hall	O	O
,	O	O
lower	O	O
level	O	O
)	O	O
See	O	O
you	O	O
there	O	O
!	O	O
Love	O	O
,	O	O
TASA	O	O
Frosh	O	O
Council	O	O
The	O	O
Midterm	O	O
Elections	O	O
are	O	O
sadly	O	O
often	O	O
forgotten	O	O
,	O	O
so	O	O
The	O	O
American	O	O
Whig	O	O
-	O	O
Cliosophic	O	O
Society	O	O
is	O	O
trying	O	O
to	O	O
amp	O	O
things	O	O
up	O	O
this	O	O
year	O	O
with	O	O
our	O	O
Midterm	O	O
Elections	O	O
Party	O	O
!	O	O
Come	O	O
to	O	O
Whig	LOCATION	LOCATION
Hall	LOCATION	LOCATION
this	O	O
Tuesday	O	O
,	O	O
11	O	O
4	O	O
,	O	O
at	O	O
7	O	O
30	O	O
pm	O	O
to	O	O
watch	O	O
the	O	O
midterm	O	O
elections	O	O
play	O	O
out	O	O
on	O	O
several	O	O
different	O	O
networks	O	O
including	O	O
Fox	O	O
,	O	O
CNN	O	O
,	O	O
and	O	O
MSNBC	O	O
!	O	O
Channels	O	O
will	O	O
be	O	O
streaming	O	O
in	O	O
the	O	O
Senate	LOCATION	LOCATION
Chamber	LOCATION	LOCATION
(	O	O
CNN	O	O
)	O	O
,	O	O
the	O	O
JMR	LOCATION	LOCATION
(	O	O
Fox	O	O
)	O	O
,	O	O
and	O	O
Stokes	LOCATION	LOCATION
Lounge	LOCATION	LOCATION
(	O	O
MSNBC	O	O
)	O	O
!	O	O
In	O	O
Oakes	LOCATION	LOCATION
(	O	O
first	O	O
floor	O	O
)	O	O
,	O	O
we	O	O
will	O	O
have	O	O
FREE	O	O
FOOD	O	O
and	O	O
GEAR	O	O
.	O	O
See	O	O
you	O	O
all	O	O
there	O	O
!	O	O
The	O	O
CJL	O	O
Student	O	O
Board	O	O
presents	O	O
THE	O	O
MACCABEATS	O	O
in	O	O
concert	O	O
Come	O	O
to	O	O
McCosh	LOCATION	LOCATION
10	LOCATION	LOCATION
on	O	O
Sunday	O	O
,	O	O
November	O	O
9	O	O
from	O	O
4	O	O
30	O	O
-	O	O
6	O	O
for	O	O
an	O	O
afternoon	O	O
of	O	O
a	O	O
cappella	O	O
,	O	O
art	O	O
,	O	O
and	O	O
altruism	O	O
.	O	O
The	O	O
Maccabeats	O	O
https	O	O
www	O	O
.	O	O
youtube	O	O
.	O	O
com	O	O
watch	O	O
?	O	O
v	O	O
n4ShxU1MEOM	O	O
,	O	O
a	O	O
world	O	O
-	O	O
renowned	O	O
all	O	O
-	O	O
male	O	O
a	O	O
cappella	O	O
group	O	O
will	O	O
be	O	O
performing	O	O
in	O	O
McCosh	LOCATION	LOCATION
10	LOCATION	LOCATION
on	O	O
Sunday	O	O
,	O	O
November	O	O
9	O	O
.	O	O
The	O	O
FunTASKtiks	O	O
,	O	O
the	O	O
Trenton	O	O
Area	O	O
Soup	O	O
Kitchen's	O	O
very	O	O
own	O	O
funk	O	O
band	O	O
will	O	O
be	O	O
opening	O	O
for	O	O
them	O	O
,	O	O
and	O	O
Princeton's	O	O
oldest	O	O
and	O	O
only	O	O
Jewish	O	O
a	O	O
cappella	O	O
group	O	O
,	O	O
Koleinu	O	O
,	O	O
will	O	O
be	O	O
closing	O	O
the	O	O
program	O	O
out	O	O
.	O	O
In	O	O
addition	O	O
there	O	O
will	O	O
be	O	O
a	O	O
gallery	O	O
of	O	O
student	O	O
art	O	O
,	O	O
created	O	O
and	O	O
curated	O	O
by	O	O
your	O	O
peers	O	O
,	O	O
on	O	O
display	O	O
at	O	O
the	O	O
event	O	O
,	O	O
and	O	O
Gift	O	O
of	O	O
Life	O	O
http	O	O
www	O	O
.	O	O
giftoflife	O	O
.	O	O
org	O	O
will	O	O
have	O	O
tables	O	O
set	O	O
up	O	O
for	O	O
people	O	O
to	O	O
join	O	O
the	O	O
national	O	O
bone	O	O
marrow	O	O
registry	O	O
.	O	O
HERE	O	O
IS	O	O
THE	O	O
FACEBOOK	O	O
EVENT	O	O
https	O	O
www	O	O
.	O	O
facebook	O	O
.	O	O
com	O	O
events	O	O
709358602490074	O	O
It	O	O
should	O	O
be	O	O
an	O	O
amazing	O	O
afternoon	O	O
https	O	O
www	O	O
.	O	O
youtube	O	O
.	O	O
com	O	O
watch	O	O
?	O	O
v	O	O
vbec3WSPanw	O	O
!	O	O
Hope	O	O
to	O	O
see	O	O
you	O	O
all	O	O
there	O	O
https	O	O
www	O	O
.	O	O
youtube	O	O
.	O	O
com	O	O
watch	O	O
?	O	O
v	O	O
qSJCSR4MuhU	O	O
list	O	O
FLnlNKKYly365T1779K1PmUg	O	O
!	O	O
Hello	O	O
Forbes	O	O
!	O	O
I	O	O
hope	O	O
you	O	O
are	O	O
having	O	O
an	O	O
awesome	O	O
fall	O	O
break	O	O
!	O	O
Join	O	O
us	O	O
on	O	O
Wednesday	O	O
,	O	O
November	O	O
5th	O	O
for	O	O
the	O	O
second	O	O
speaker	O	O
dinner	O	O
of	O	O
the	O	O
Forbes	O	O
series	O	O
on	O	O
Sustainability	O	O
and	O	O
the	O	O
Environment	O	O
.	O	O
Tom	O	O
Nyquist	O	O
,	O	O
Executive	O	O
Director	O	O
of	O	O
Engineering	O	O
and	O	O
Campus	O	O
Energy	O	O
will	O	O
present	O	O
the	O	O
technological	O	O
and	O	O
economical	O	O
aspects	O	O
of	O	O
the	O	O
Princeton	O	O
University	O	O
microgrid	O	O
,	O	O
including	O	O
the	O	O
co	O	O
-	O	O
gen	O	O
power	O	O
plant	O	O
on	O	O
campus	O	O
and	O	O
the	O	O
PU	O	O
solar	O	O
panel	O	O
field	O	O
.	O	O
Come	O	O
to	O	O
learn	O	O
more	O	O
about	O	O
how	O	O
Princeton	O	O
is	O	O
including	O	O
cutting	O	O
edge	O	O
science	O	O
and	O	O
technology	O	O
to	O	O
produce	O	O
the	O	O
power	O	O
you	O	O
are	O	O
using	O	O
every	O	O
day	O	O
on	O	O
campus	O	O
!	O	O
And	O	O
if	O	O
you	O	O
want	O	O
to	O	O
know	O	O
what	O	O
the	O	O
microgrid	O	O
is	O	O
and	O	O
why	O	O
you	O	O
should	O	O
care	O	O
about	O	O
it	O	O
,	O	O
read	O	O
this	O	O
article	O	O
http	O	O
www	O	O
.	O	O
princeton	O	O
.	O	O
edu	O	O
main	O	O
news	O	O
archive	O	O
S41	O	O
40	O	O
10C78	O	O
!	O	O
Dinner	O	O
will	O	O
be	O	O
on	O	O
Wednesday	O	O
,	O	O
Nov	O	O
5th	O	O
at	O	O
6	O	O
15PM	O	O
in	O	O
the	O	O
Forbes	LOCATION	LOCATION
Small	LOCATION	LOCATION
Dining	LOCATION	LOCATION
Room	LOCATION	LOCATION
.	O	O
Email	O	O
me	O	O
if	O	O
you	O	O
have	O	O
any	O	O
question	O	O
!	O	O
Cheers	O	O
,	O	O
Cynthia	O	O
Cynthia	O	O
Gerlein	O	O
-	O	O
Safdi	O	O
Ecohydrology	O	O
Research	O	O
Group	O	O
Department	O	O
of	O	O
Civil	O	O
and	O	O
Environmental	O	O
Engineering	O	O
E201	O	O
E	O	O
-	O	O
Quad	O	O
,	O	O
Princeton	O	O
University	O	O
